success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,trial_stimulus,key_press,minimum_viewing_duration,trial_looking_time,block_deviant,block_background,exposure_type,forced_exposure_time,view_history,stimulus,button_pressed,stimulus_type,correct_answer,version,block_number,block_type,stimulus_displayed,memory_block_index,testing_id,bing_id
NA,html-keyboard-response,14,110679,0.0-9.0-0.0,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,15,114823,0.0-9.0-1.0,SS1649106438604,3226.600000023842,NA,NA,32,500,3726.600000023842,images/stimuli/complex_21_A_b.gif,images/stimuli/complex_18_A_b.gif,self_paced,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-keyboard-response,16,115922,0.0-9.0-0.1,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,17,117095,0.0-9.0-1.1,SS1649106438604,255.60000002384186,NA,NA,32,500,755.6000000238419,images/stimuli/complex_21_A_b.gif,images/stimuli/complex_18_A_b.gif,self_paced,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-keyboard-response,18,118375,0.0-9.0-0.2,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,19,119772,0.0-9.0-1.2,SS1649106438604,486.09999990463257,NA,NA,32,500,986.0999999046326,images/stimuli/complex_21_A_b.gif,images/stimuli/complex_18_A_b.gif,self_paced,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-button-response,20,125252,0.0-10.0,SS1649106438604,5476.599999904633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_practice,right,NA,NA,NA,NA,NA,2,bb580
NA,instructions,21,151870,0.0-11.0,SS1649106438604,26614.899999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":26614.399999976158}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,22,155396,0.0-12.0,SS1649106438604,2611.4000000953674,NA,NA,32,500,3111.400000095367,null,null,self_paced,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-keyboard-response,23,156383,0.0-13.0-0.0,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,24,162807,0.0-13.0-1.0,SS1649106438604,5515.300000071526,NA,NA,32,500,6015.300000071526,images/stimuli/complex_16_A_b.gif,images/stimuli/complex_22_A_b.gif,self_paced,590,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_22_A_b.gif,NA,2,bb580
NA,html-keyboard-response,25,164103,0.0-13.0-0.1,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,26,166137,0.0-13.0-1.1,SS1649106438604,1118.3000000715256,NA,NA,32,500,1618.3000000715256,images/stimuli/complex_16_A_b.gif,images/stimuli/complex_22_A_b.gif,self_paced,590,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_22_A_b.gif,NA,2,bb580
NA,html-keyboard-response,27,167244,0.0-13.0-0.2,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,28,168969,0.0-13.0-1.2,SS1649106438604,815.5,NA,NA,32,500,1315.5,images/stimuli/complex_16_A_b.gif,images/stimuli/complex_22_A_b.gif,self_paced,590,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_22_A_b.gif,NA,2,bb580
NA,html-keyboard-response,29,169951,0.0-13.0-0.3,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,30,171846,0.0-13.0-1.3,SS1649106438604,977.6999999284744,NA,NA,32,500,1477.6999999284744,images/stimuli/complex_16_A_b.gif,images/stimuli/complex_22_A_b.gif,self_paced,590,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_16_A_b.gif,NA,2,bb580
NA,html-keyboard-response,31,172860,0.0-13.0-0.4,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,32,177751,0.0-13.0-1.4,SS1649106438604,3977.899999976158,NA,NA,32,500,4477.899999976158,images/stimuli/complex_16_A_b.gif,images/stimuli/complex_22_A_b.gif,self_paced,590,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_22_A_b.gif,NA,2,bb580
NA,html-keyboard-response,33,178599,0.0-13.0-0.5,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,34,180663,0.0-13.0-1.5,SS1649106438604,1145.7999999523163,NA,NA,32,500,1645.7999999523165,images/stimuli/complex_16_A_b.gif,images/stimuli/complex_22_A_b.gif,self_paced,590,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_22_A_b.gif,NA,2,bb580
NA,html-button-response,35,186678,0.0-14.0,SS1649106438604,6011.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_test,right,NA,NA,NA,NA,0,2,bb580
NA,instructions,36,189286,0.0-15.0,SS1649106438604,2605.399999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":2604.899999976158}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,instructions,37,195935,0.0-16.0,SS1649106438604,6647.399999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":6646.5}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-keyboard-response,38,196811,0.0-17.0-0.0,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,39,198620,0.0-17.0-1.0,SS1649106438604,894.5,NA,NA,32,500,1394.5,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_11_A_a.gif,self_paced,570,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_11_A_a.gif,NA,2,bb580
NA,html-keyboard-response,40,199842,0.0-17.0-0.1,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,41,201100,0.0-17.0-1.1,SS1649106438604,349,NA,NA,32,500,849,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_11_A_a.gif,self_paced,570,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_11_A_a.gif,NA,2,bb580
NA,html-keyboard-response,42,202276,0.0-17.0-0.2,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,43,203428,0.0-17.0-1.2,SS1649106438604,233.79999995231628,NA,NA,32,500,733.7999999523163,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_11_A_a.gif,self_paced,570,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_11_A_a.gif,NA,2,bb580
NA,html-keyboard-response,44,204697,0.0-17.0-0.3,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,45,205954,0.0-17.0-1.3,SS1649106438604,348.8000000715256,NA,NA,32,500,848.8000000715256,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_11_A_a.gif,self_paced,570,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_11_A_a.gif,NA,2,bb580
NA,html-keyboard-response,46,206817,0.0-17.0-0.4,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,47,207935,0.0-17.0-1.4,SS1649106438604,211,NA,NA,32,500,711,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_11_A_a.gif,self_paced,570,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_11_A_a.gif,NA,2,bb580
NA,html-keyboard-response,48,208817,0.0-17.0-0.5,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,49,209932,0.0-17.0-1.5,SS1649106438604,200.5,NA,NA,32,500,700.5,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_11_A_a.gif,self_paced,570,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_11_A_a.gif,NA,2,bb580
NA,html-button-response,50,214601,0.0-18.0,SS1649106438604,4664.799999952316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_test,right,NA,NA,NA,NA,1,2,bb580
NA,instructions,51,221479,0.0-19.0,SS1649106438604,6876.300000071526,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":6875.900000095367}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,instructions,52,228702,0.0-20.0,SS1649106438604,7219.200000047684,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":7218.800000071526}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-keyboard-response,53,229929,0.0-21.0-0.0,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,54,233979,0.0-21.0-1.0,SS1649106438604,3137.399999976158,NA,NA,32,500,3637.399999976158,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_14_A_b.gif,self_paced,720,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_14_A_b.gif,NA,2,bb580
NA,html-keyboard-response,55,235099,0.0-21.0-0.1,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,56,237476,0.0-21.0-1.1,SS1649106438604,1456.8000000715256,NA,NA,32,500,1956.8000000715256,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_14_A_b.gif,self_paced,720,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_08_A_a.gif,NA,2,bb580
NA,html-keyboard-response,57,238359,0.0-21.0-0.2,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,58,239920,0.0-21.0-1.2,SS1649106438604,651.5999999046326,NA,NA,32,500,1151.5999999046326,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_14_A_b.gif,self_paced,720,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_14_A_b.gif,NA,2,bb580
NA,html-keyboard-response,59,241142,0.0-21.0-0.3,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,60,242217,0.0-21.0-1.3,SS1649106438604,158.79999995231628,NA,NA,32,500,658.7999999523163,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_14_A_b.gif,self_paced,720,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_14_A_b.gif,NA,2,bb580
NA,html-keyboard-response,61,243082,0.0-21.0-0.4,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,62,244379,0.0-21.0-1.4,SS1649106438604,388.10000002384186,NA,NA,32,500,888.1000000238419,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_14_A_b.gif,self_paced,720,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_14_A_b.gif,NA,2,bb580
NA,html-keyboard-response,63,245449,0.0-21.0-0.5,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,64,246609,0.0-21.0-1.5,SS1649106438604,248.60000002384186,NA,NA,32,500,748.6000000238419,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_14_A_b.gif,self_paced,720,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_14_A_b.gif,NA,2,bb580
NA,html-button-response,65,251191,0.0-22.0,SS1649106438604,4578.300000071526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,2,2,bb580
NA,instructions,66,255960,0.0-23.0,SS1649106438604,4765.699999928474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":4765.299999952316}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,instructions,67,265112,0.0-24.0,SS1649106438604,9149,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":9148.400000095367}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-keyboard-response,68,266269,0.0-25.0-0.0,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,69,268917,0.0-25.0-1.0,SS1649106438604,1732.2000000476837,NA,NA,32,500,2232.2000000476837,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_04_A_b.gif,self_paced,480,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_04_A_b.gif,NA,2,bb580
NA,html-keyboard-response,70,269999,0.0-25.0-0.1,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,71,271150,0.0-25.0-1.1,SS1649106438604,242.10000002384186,NA,NA,32,500,742.1000000238419,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_04_A_b.gif,self_paced,480,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_04_A_b.gif,NA,2,bb580
NA,html-keyboard-response,72,272333,0.0-25.0-0.2,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,73,273571,0.0-25.0-1.2,SS1649106438604,316.1999999284744,NA,NA,32,500,816.1999999284744,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_04_A_b.gif,self_paced,480,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_04_A_b.gif,NA,2,bb580
NA,html-keyboard-response,74,274532,0.0-25.0-0.3,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,75,275689,0.0-25.0-1.3,SS1649106438604,247.79999995231628,NA,NA,32,500,747.7999999523163,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_04_A_b.gif,self_paced,480,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_15_A_a.gif,NA,2,bb580
NA,html-keyboard-response,76,276888,0.0-25.0-0.4,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,77,277915,0.0-25.0-1.4,SS1649106438604,113.39999997615814,NA,NA,32,500,613.3999999761581,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_04_A_b.gif,self_paced,480,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_04_A_b.gif,NA,2,bb580
NA,html-keyboard-response,78,278942,0.0-25.0-0.5,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,79,280353,0.0-25.0-1.5,SS1649106438604,495.5,NA,NA,32,500,995.5,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_04_A_b.gif,self_paced,480,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_04_A_b.gif,NA,2,bb580
NA,html-button-response,80,285553,0.0-26.0,SS1649106438604,5196.899999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,3,2,bb580
NA,instructions,81,289792,0.0-27.0,SS1649106438604,4235.899999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":4235.699999928474}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,instructions,82,298697,0.0-28.0,SS1649106438604,8903.700000047684,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":8903.100000023842}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,html-keyboard-response,83,299509,0.0-29.0-0.0,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,84,308555,0.0-29.0-1.0,SS1649106438604,8130.900000095367,NA,NA,32,500,8630.900000095367,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,630,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,2,bb580
NA,html-keyboard-response,85,309749,0.0-29.0-0.1,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,86,311000,0.0-29.0-1.1,SS1649106438604,335.10000002384186,NA,NA,32,500,835.1000000238419,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,630,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,2,bb580
NA,html-keyboard-response,87,312277,0.0-29.0-0.2,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
NA,stimuli-presentation,88,313309,0.0-29.0-1.2,SS1649106438604,121.5,NA,NA,32,500,621.5,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,630,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,2,bb580
NA,html-keyboard-response,89,314528,0.0-29.0-0.3,SS1649106438604,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,2,bb580
